Risk_factor/complication,Gene_symbol,Gene_ID,Gene_name,Gene_aliases,Chromosome,HomoloGene ID
Obesity,5176,SERPINF1,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member",OI6 OI12 PEDF EPC-1 PIG35,17,1965
Obesity,6446,SGK1,serum/glucocorticoid regulated kinase 1,SGK,6,48364
Obesity,23411,SIRT1,sirtuin 1,SIR2 SIR2L1 SIR2alpha,10,56556
Obesity,51548,SIRT6,sirtuin 6,SIR2L6,19,6924
Obesity,6514,SLC2A2,"solute carrier family 2 (facilitated glucose transporter), member 2",GLUT2,3,68047
Obesity,6517,SLC2A4,"solute carrier family 2 (facilitated glucose transporter), member 4",GLUT4,17,74381
Obesity,169026,SLC30A8,"solute carrier family 30 (zinc transporter), member 8",ZNT8 ZnT-8,8,13795
Obesity,6523,SLC5A1,"solute carrier family 5 (sodium/glucose cotransporter), member 1",NAGT SGLT1 D22S675,22,55456
Obesity,6524,SLC5A2,"solute carrier family 5 (sodium/glucose cotransporter), member 2",SGLT2,16,2289
Obesity,8651,SOCS1,suppressor of cytokine signaling 1,JAB CIS1 SSI1 TIP3 CISH1 SSI-1 SOCS-1,16,2776
Obesity,9021,SOCS3,suppressor of cytokine signaling 3,CIS3 SSI3 ATOD4 Cish3 SSI-3 SOCS-3,17,2941
Obesity,6648,SOD2,"superoxide dismutase 2, mitochondrial",IPOB MNSOD MVCD6,6,530
Obesity,6678,SPARC,"secreted protein, acidic, cysteine-rich (osteonectin)",ON BM-40,5,31132
Obesity,6696,SPP1,secreted phosphoprotein 1,OPN BNSP BSPI ETA-1,4,20156
Obesity,6714,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",ASV SRC1 c-SRC p60-Src,20,21120
Obesity,6720,SREBF1,sterol regulatory element binding transcription factor 1,SREBP1 bHLHd1 SREBP-1c,17,3079
Obesity,6750,SST,somatostatin,SMST,3,819
Obesity,6772,STAT1,signal transducer and activator of transcription 1,CANDF7 IMD31A IMD31B IMD31C ISGF-3 STAT91,2,21428
Obesity,6774,STAT3,signal transducer and activator of transcription 3 (acute-phase response factor),APRF HIES ADMIO,17,7960
Obesity,6776,STAT5A,signal transducer and activator of transcription 5A,MGF STAT5,17,20680
Obesity,246744,STH,saitohin,MAPTIT,17,88448
Obesity,56670,SUCNR1,succinate receptor 1,GPR91,3,41865
Obesity,387082,SUMO4,small ubiquitin-like modifier 4,IDDM5 SMT3H4 SUMO-4 dJ281H8.4,6,88399
Obesity,6934,TCF7L2,"transcription factor 7-like 2 (T-cell specific, HMG-box)",TCF4 TCF-4,10,7564
Obesity,7018,TF,transferrin,TFQTL1 PRO1557 PRO2086 HEL-S-71p,3,68153
Obesity,7040,TGFB1,transforming growth factor beta 1,CED LAP DPD1 TGFB TGFbeta,19,540
Obesity,7057,THBS1,thrombospondin 1,TSP THBS TSP1 TSP-1 THBS-1,15,31142
Obesity,7076,TIMP1,TIMP metallopeptidase inhibitor 1,EPA EPO HCI CLGI TIMP,X,36321
Obesity,7078,TIMP3,TIMP metallopeptidase inhibitor 3,SFD K222 K222TA2 HSMRK222,22,36322
Obesity,7097,TLR2,toll-like receptor 2,TIL4 CD282,4,20695
Obesity,7099,TLR4,toll-like receptor 4,TOLL CD284 TLR-4 ARMD10,9,41317
Obesity,7124,TNF,tumor necrosis factor,DIF TNFA TNFSF2 TNF-alpha,6,496
Obesity,57761,TRIB3,tribbles pseudokinase 3,NIPK SINK TRB3 SKIP3 C20orf97,20,10902
Obesity,706,TSPO,translocator protein,DBI IBP MBR PBR PBS BPBS BZRP PKBS PTBR mDRC pk18,22,574
Obesity,10628,TXNIP,thioredoxin interacting protein,THIF VDUP1 HHCPA78 EST01027,1,38186
Obesity,7351,UCP2,"uncoupling protein 2 (mitochondrial, proton carrier)",UCPH BMIQ4 SLC25A8,11,2516
Obesity,7352,UCP3,"uncoupling protein 3 (mitochondrial, proton carrier)",SLC25A9,11,2517
Obesity,7421,VDR,"vitamin D (1,25- dihydroxyvitamin D3) receptor",NR1I1 PPP1R163,12,37297
Obesity,7422,VEGFA,vascular endothelial growth factor A,VPF VEGF MVCD1,6,2534
Obesity,7450,VWF,von Willebrand factor,VWD F8VWF,12,466
Obesity,7466,WFS1,Wolfram syndrome 1 (wolframin),"WFS, WFRS, WFSL, CTRCT41",4,4380
Obesity,7494,XBP1,X-box binding protein 1,XBP2 TREB5 XBP-1 TREB-5,22,3722
Stress,31,ACACA,acetyl-CoA carboxylase alpha,ACC ACAC ACC1 ACCA ACACAD,17,31015
Stress,59272,ACE2,angiotensin I converting enzyme 2,ACEH,X,41448
Stress,6868,ADAM17,ADAM metallopeptidase domain 17,CSVP TACE NISBD ADAM18 CD156B NISBD1,2,2395
Stress,9370,ADIPOQ,"adiponectin, C1Q and collagen domain containing",ACDC ADPN APM1 APM-1 GBP28 ACRP30 ADIPQTL1,3,3525
Stress,177,AGER,advanced glycosylation end product-specific receptor,RAGE,6,883
Stress,183,AGT,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)",ANHU SERPINA8,1,14
Stress,197,AHSG,alpha-2-HS-glycoprotein,AHS A2HS HSGA FETUA,3,1225
Stress,231,AKR1B1,"aldo-keto reductase family 1, member B1 (aldose reductase)",AR ADR ALR2 ALDR1,7,133743
Stress,207,AKT1,v-akt murine thymoma viral oncogene homolog 1,AKT PKB RAC CWS6 PRKBA PKB-ALPHA RAC-ALPHA,14,3785
Stress,216,ALDH1A1,aldehyde dehydrogenase 1 family member A1,ALDC ALDH1 HEL-9 HEL12 PUMB1 ALDH11 RALDH1 ALDH-E1 HEL-S-53e,9,110441
Stress,216,ALDH1A1,aldehyde dehydrogenase 1 family member A1,ALDC ALDH1 HEL-9 HEL12 PUMB1 ALDH11 RALDH1 ALDH-E1 HEL-S-53e,9,110441
Stress,217,ALDH2,aldehyde dehydrogenase 2 family (mitochondrial),ALDM ALDHI ALDH-E2,12,55480
Stress,283,ANG,"angiogenin, ribonuclease, RNase A family, 5",ALS9 RAA1 HEL168 RNASE4 RNASE5,14,74385
Stress,367,AR,androgen receptor,KD AIS AR8 TFM DHTR SBMA HYSP1 NR3C4 SMAX1 HUMARA,X,28
Stress,468,ATF4,activating transcription factor 4,CREB2 TXREB CREB-2 TAXREB67,22,1266
Stress,596,BCL2,B-cell CLL/lymphoma 2,Bcl-2 PPP1R50,18,527
Stress,632,BGLAP,bone gamma-carboxyglutamate (gla) protein,OC BGP OCN,1,104130
Stress,652,BMP4,bone morphogenetic protein 4,ZYME BMP2B OFC11 BMP2B1 MCOPS6,14,7247
Stress,847,CAT,catalase,NA,11,55514
Stress,6347,CCL2,chemokine (C-C motif) ligand 2,HC11 MCAF MCP1 MCP-1 SCYA2 GDCF-2 SMC-CF HSMCR30,17,2245
Stress,729230,CCR2,chemokine (C-C motif) receptor 2,CKR2 CCR-2 CCR2A CCR2B CD192 CKR2A CKR2B CMKBR2 MCP-1-R CC-CKR-2,3,537
Stress,948,CD36,CD36 molecule (thrombospondin receptor),FAT GP4 GP3B GPIV CHDS7 PASIV SCARB3 BDPLT10,7,73871
Stress,952,CD38,CD38 molecule,ADPRC1 ADPRC 1,4,1345
Stress,961,CD47,CD47 molecule,IAP OA3 MER6,3,1346
Stress,1022,CDK7,cyclin-dependent kinase 7,CAK1 HCAK MO15 STK1 CDKN7 p39MO15,5,1363
Stress,1026,CDKN1A,"cyclin-dependent kinase inhibitor 1A (p21, Cip1)",P21 CIP1 SDI1 WAF1 CAP20 CDKN1 MDA-6 p21CIP1,6,333
Stress,1490,CTGF,connective tissue growth factor,CCN2 NOV2 HCS24 IGFBP8,6,1431
Stress,3627,CXCL10,chemokine (C-X-C motif) ligand 10,C7 IFI10 INP10 IP-10 crg-2 mob-1 SCYB10 gIP-10,4,1203
Stress,1535,CYBA,"cytochrome b-245, alpha polypeptide",p22-PHOX,16,80
Stress,1571,CYP2E1,cytochrome P450 family 2 subfamily E member 1,CPE1 CYP2E P450-J P450C2E,10,68089
Stress,23576,DDAH1,dimethylarginine dimethylaminohydrolase 1,DDAH HEL-S-16,1,8120
Stress,1649,DDIT3,DNA damage inducible transcript 3,CHOP CEBPZ CHOP10 CHOP-10 GADD153,12,3012
Stress,9451,EIF2AK3,eukaryotic translation initiation factor 2-alpha kinase 3,PEK WRS PERK,2,3557
Stress,1978,EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1,BP-1 4EBP1 4E-BP1 PHAS-I,8,3021
Stress,2056,EPO,erythropoietin,EP MVCD2,7,624
Stress,2057,EPOR,erythropoietin receptor,EPO-R,19,95
Stress,2067,ERCC1,excision repair cross-complementation group 1,UV20 COFS4 RAD10,19,1501
Stress,2072,ERCC4,excision repair cross-complementation group 4,XPF RAD1 FANCQ XFEPS ERCC11,16,3836
Stress,90952,ESAM,endothelial cell adhesion molecule,W117m,11,12316
Stress,2149,F2R,coagulation factor II (thrombin) receptor,TR HTR CF2R PAR1 PAR-1,5,1510
Stress,2168,FABP1,"fatty acid binding protein 1, liver",FABPL L-FABP,2,1106
Stress,26291,FGF21,fibroblast growth factor 21,,19,10428
Stress,2353,FOS,FBJ murine osteosarcoma viral oncogene homolog,p55 AP-1 C-FOS,14,3844
Stress,2308,FOXO1,forkhead box O1,"FKH1, FKHR, FOXO1A",13,1527
Stress,79068,FTO,fat mass and Obesity associated,GDFD ALKBH9,16,8053
Stress,2539,G6PD,glucose-6-phosphate dehydrogenase,G6PD1,X,37906
Stress,2641,GCG,glucagon,"GLP1,GLP2,GRPP",2,136497
Stress,9945,GFPT2,glutamine-fructose-6-phosphate transaminase 2,GFAT GFAT2 GFAT 2,5,68439
Stress,2678,GGT1,gamma-glutamyltransferase 1,GGT GTG CD224 GGT 1 D22S672 D22S732,22,68450
Stress,728441,GGT2,gamma-glutamyltransferase 2,GGT GGT 2,22,139965
Stress,2739,GLO1,glyoxalase I,GLYI GLOD1 HEL-S-74,6,4880
Stress,2784,GNB3,"guanine nucleotide binding protein (G protein), beta polypeptide 3",,12,55628
Stress,2944,GSTM1,glutathione S-transferase mu 1,MU H-B GST1 GTH4 GTM1 MU-1 GSTM1-1 GSTM1a-1a GSTM1b-1b,1,121492
Stress,2952,GSTT1,glutathione S-transferase theta 1,,22,134739
Stress,3082,HGF,hepatocyte growth factor (hepapoietin A; scatter factor),SF HGFB HPTA F-TCF DFNB39,7,503
Stress,3172,HNF4A,"hepatocyte nuclear factor 4, alpha",TCF HNF4 MODY FRTS4 MODY1 NR2A1 TCF14 HNF4a7 HNF4a8 HNF4a9 NR2A21 HNF4alpha,20,395
Stress,3303,HSPA1A,heat shock protein family A (Hsp70) member 1A,HSP72 HSPA1 HSP70I HSP70-1 HSP70.1 HSP70-1A HEL-S-103,6,74294
Stress,3304,HSPA1B,heat shock protein family A (Hsp70) member 1B,HSP70-2 HSP70.2 HSP70-1B,6,74294
Stress,3309,HSPA5,heat shock protein family A (Hsp70) member 5,BIP MIF2 GRP78 HEL-S-89n,9,3908
Stress,3356,HTR2A,"5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled",HTR2 5-HT2A,13,68073
Stress,3479,IGF1,insulin like growth factor 1,MGF IGFI IGF-I,12,515
Stress,3481,IGF2,insulin like growth factor 2,GRDF IGF-II PP9974 C11orf43,11,510
Stress,3606,IL18,interleukin 18,IGIF IL-18 IL-1g IL1F4,11,1200
Stress,3630,INS,insulin,IDDM ILPR IRDN IDDM1 IDDM2 MODY10,11,173
Stress,8660,IRS2,insulin receptor substrate 2,IRS-2,13,2778
Stress,3717,JAK2,Janus kinase 2,JTK10 THCYT3,9,21033
Stress,3779,KCNMB1,potassium channel subfamily M regulatory beta subunit 1,hbeta1 BKbeta1 SLO-BETA hslo-beta K(VCA)beta slo-beta-1 k(VCA)beta-1,5,3054
Stress,3952,LEP,leptin,"OB, OBS, LEPD",7,193
Stress,4023,LPL,lipoprotein lipase,LIPD HDLCQ11,8,200
Stress,5594,MAPK1,mitogen-activated protein kinase 1,ERK p38 p40 p41 ERK2 ERT1 ERK-2 MAPK2 PRKM1 PRKM2 P42MAPK p41mapk p42-MAPK,22,37670
Stress,4353,MPO,myeloperoxidase,,17,55450
Stress,4524,MTHFR,methylenetetrahydrofolate reductase (NAD(P)H),,1,4349
Stress,4780,NFE2L2,"nuclear factor, erythroid 2 like 2",NRF2 HEBP1,2,2412
Stress,4790,NFKB1,nuclear factor of kappa light polypeptide gene enhancer in B-cells 1,p50 KBF1 p105 EBP-1 NF-kB1 NFKB-p50 NFkappaB NF-kappaB NFKB-p105 NF-kappa-B,4,2971
Stress,4803,NGF,nerve growth factor (beta polypeptide),NGFB HSAN5 Beta-NGF,1,1876
Stress,114548,NLRP3,"NLR family, pyrin domain containing 3",AII AVP FCU MWS FCAS CIAS1 FCAS1 NALP3 C1orf7 CLR1.1 PYPAF1 AGTAVPRL,1,3600
Stress,4842,NOS1,nitric oxide synthase 1,NOS bNOS nNOS IHPS1 N-NOS NC-NOS,12,37327
Stress,4843,NOS2,nitric oxide synthase 2,NOS INOS NOS2A HEP-NOS,17,55473
Stress,4846,NOS3,nitric oxide synthase 3,eNOS ECNOS,7,504
Stress,27035,NOX1,NADPH oxidase 1,MOX1 NOH1 NOH-1 GP91-2,X,48495
Stress,50507,NOX4,NADPH oxidase 4,KOX KOX-1 RENOX,11,41065
Stress,4852,NPY,neuropeptide Y,PYY4,7,697
Stress,142,PARP1,poly(ADP-ribose) polymerase 1,PARP PPOL ADPRT ARTD1 ADPRT1 PARP-1 ADPRT 1 pADPRT-1,1,1222
Stress,5091,PC,pyruvate carboxylase,PCB,11,5422
Stress,5163,PDK1,pyruvate dehydrogenase kinase 1,NA,2,134437
Stress,5170,PDPK1,3-phosphoinositide dependent protein kinase 1,"PDK1, PDPK2, PDPK2P, PRO0461",16,37643
Stress,5290,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","MCM, CWS5, MCAP, PI3K, CLOVE, MCMTC, p110-alpha",3,21249
Stress,5444,PON1,paraoxonase 1,ESA PON MVCD5,7,68058
Stress,5445,PON2,paraoxonase 2,NA,7,385
Stress,5465,PPARA,peroxisome proliferator-activated receptor alpha,PPAR NR1C1 hPPAR PPARalpha,22,21047
Stress,5468,PPARG,peroxisome proliferator-activated receptor gamma,GLM1 CIMT1 NR1C3 PPARG1 PPARG2 PPARgamma,3,7899
Stress,10891,PPARGC1A,"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha",LEM6 PGC1 PGC1A PGC-1v PPARGC1 PGC-1(alpha),4,7485
Stress,5728,PTEN,phosphatase and tensin homolog,BZS DEC CWS1 GLM2 MHAM TEP1 MMAC1 PTEN1 10q23del,10,265
Stress,5730,PTGDS,prostaglandin D2 synthase,PDS PGD2 PGDS LPGDS PGDS2 L-PGDS,9,737
Stress,5743,PTGS2,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),COX2 COX-2 PHS-2 PGG/HS PGHS-2 hCox-2 GRIPGHS,1,31000
Stress,5741,PTH,parathyroid hormone,PTH1,11,266
Stress,5745,PTH1R,parathyroid hormone 1 receptor,PFE PTHR PTHR1,3,267
Stress,5770,PTPN1,"protein tyrosine phosphatase, non-receptor type 1",PTP1B,20,2119
Stress,5894,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase",NS5 CRAF Raf-1 c-Raf CMD1NN,3,48145
Stress,5950,RBP4,retinol binding protein 4,RDCCAS MCOPCB10,10,4908
Stress,1827,RCAN1,regulator of calcineurin 1,CSP1 DSC1 RCN1 DSCR1 MCIP1 ADAPT78,21,3251
Stress,5970,RELA,v-rel avian reticuloendotheliosis viral oncogene homolog A,"p65, NFKB3",11,32064
Stress,29984,RHOD,ras homolog family member D,"Rho, ARHD, RHOM, RHOHP1",11,22409
Stress,950,SCARB2,scavenger receptor class B member 2,AMRF EPM4 LGP85 CD36L2 HLGP85 LIMP-2 LIMPII SR-BII,4,48353
Stress,5054,SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",PAI PAI1 PAI-1 PLANH1,7,68070
Stress,5176,SERPINF1,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member",OI6 OI12 PEDF EPC-1 PIG35,17,1965
Stress,6446,SGK1,serum/glucocorticoid regulated kinase 1,SGK,6,48364
Stress,23411,SIRT1,sirtuin 1,SIR2 SIR2L1 SIR2alpha,10,56556
Stress,51548,SIRT6,sirtuin 6,SIR2L6,19,6924
Stress,6514,SLC2A2,"solute carrier family 2 (facilitated glucose transporter), member 2",GLUT2,3,68047
Stress,6517,SLC2A4,"solute carrier family 2 (facilitated glucose transporter), member 4",GLUT4,17,74381
Stress,6524,SLC5A2,"solute carrier family 5 (sodium/glucose cotransporter), member 2",SGLT2,16,2289
Stress,6548,SLC9A1,"solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1",APNH NHE1 LIKNS NHE-1 PPP1R143,1,20660
Stress,9021,SOCS3,suppressor of cytokine signaling 3,CIS3 SSI3 ATOD4 Cish3 SSI-3 SOCS-3,17,2941
Stress,6647,SOD1,"superoxide dismutase 1, soluble",ALS SOD ALS1 IPOA hSod1 HEL-S-44 homodimer,21,392
Stress,6648,SOD2,"superoxide dismutase 2, mitochondrial",IPOB MNSOD MVCD6,6,530
Stress,6696,SPP1,secreted phosphoprotein 1,OPN BNSP BSPI ETA-1,4,20156
Stress,6720,SREBF1,sterol regulatory element binding transcription factor 1,SREBP1 bHLHd1 SREBP-1c,17,3079
Stress,6750,SST,somatostatin,SMST,3,819
Stress,6774,STAT3,signal transducer and activator of transcription 3 (acute-phase response factor),APRF HIES ADMIO,17,7960
Stress,56670,SUCNR1,succinate receptor 1,GPR91,3,41865
Stress,7040,TGFB1,transforming growth factor beta 1,CED LAP DPD1 TGFB TGFbeta,19,540
Stress,7057,THBS1,thrombospondin 1,TSP THBS TSP1 TSP-1 THBS-1,15,31142
Stress,7078,TIMP3,TIMP metallopeptidase inhibitor 3,SFD K222 K222TA2 HSMRK222,22,36322
Stress,7097,TLR2,toll-like receptor 2,TIL4 CD282,4,20695
Stress,7099,TLR4,toll-like receptor 4,TOLL CD284 TLR-4 ARMD10,9,41317
Stress,7124,TNF,tumor necrosis factor,DIF TNFA TNFSF2 TNF-alpha,6,496
Stress,7132,TNFRSF1A,TNF receptor superfamily member 1A,"FPF, p55, p60, TBP1, TNF-R, TNFAR, TNFR1, p55-R, CD120a, TNFR55, TNFR60, TNF-R-I",12,828
Stress,57761,TRIB3,tribbles pseudokinase 3,NIPK SINK TRB3 SKIP3 C20orf97,20,10902
Stress,10628,TXNIP,thioredoxin interacting protein,THIF VDUP1 HHCPA78 EST01027,1,38186
Stress,7351,UCP2,"uncoupling protein 2 (mitochondrial, proton carrier)",UCPH BMIQ4 SLC25A8,11,2516
Stress,7422,VEGFA,vascular endothelial growth factor A,VPF VEGF MVCD1,6,2534
Stress,7450,VWF,von Willebrand factor,VWD F8VWF,12,466
Stress,7466,WFS1,Wolfram syndrome 1 (wolframin),WFS WFRS WFSL CTRCT41,4,4380
Stress,7494,XBP1,X-box binding protein 1,XBP2 TREB5 XBP-1 TREB-5,22,3722
Stress,7498,XDH,xanthine dehydrogenase,XO XOR,2,324
